ProjectID,AppNum,AppType,Description,ProjectName,ProjectTown,District,Status,GisLatitude,GisLongitude,LINK
18641,5L0810,Minor,4 LOT SUBDIV,"syncronamics of Canada, Ltd",Stowe,05,Permit,44.45935487,-72.69805062,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0810
18648,5L0811,Major,ADD 10 GUEST RMS/ CONFERENCE RMS/ POOL,"Baraw Enterprises, Inc.",Stowe,05,Permit,44.47512035,-72.71113809,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0811
18658,5L0814,Minor,24' X 72' 2 STORY STRUCTURE,,Johnson,05,Permit,44.6361017,-72.67784416,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0814
18663,5L0815,Minor,GRAVEL PIT,,Morristown,05,Permit,44.49658612,-72.61776024,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0815
18664,5L0818,Minor,2 RADIO ANTENNAE/ MT MANSFIELD,,Stowe,05,Permit,44.52488078,-72.81508315,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0818
18665,5L0821,Minor,ADD TO WELDING & SMALL ENGINE REPAIR SHOP,"Leo's Welding, Inc.",Morristown,05,Permit,44.56865886,-72.586704,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0821
18666,5L0822,Major,100 UNIT HOTEL W/RESTAURANTS & FACIL.,Stowe Club Associates,Stowe,05,Findings,44.48389798,-72.70647448,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0822
18708,5L0823,Minor,INC COC,William and Gayle Driscoll / Alexander,Stowe,05,Permit,44.4509695,-72.679245,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0823
18711,5L0824,Major,"construct new ski trails/improve existing trails, install triple chairlift, exte const compl date",Mt. Mansfield Company,Stowe,05,Permit,44.53211012,-72.79123794,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0824
18716,5L0826,Major,"construct a recreation park to include a go-cart track, picnic area, bumper boat pool, 15 campsites,","Robert Houle, Jr.",Hyde Park,05,Permit,44.62079307,-72.60202576,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0826
18731,5L0831,Minor,PUT FILL BEFORE BLDG BLDG BRANCH OFFICE,Union Bank / Raoul & Lucille West,Johnson,05,Permit,44.63675847,-72.68231151,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0831
18734,5L0839,Minor,OFFICE BLDG,Oneal Demars / Lamoille Home Health Agen,Morristown,05,Permit,44.55356972,-72.5883378,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0839
18736,5L0843,Minor,RENOVATE BLDG TO INN/ REST/ LOUNGE,Mountain Valley Inn,Cambridge,05,Permit,44.58976519,-72.79176201,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0843
18738,5L0854,Minor,Create 7 lot subdivision,,Stowe,05,Permit,44.5104781,-72.73609254,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0854
18743,5L0855,Major,OPERATE WOODWORKING/GIFT SHOP IN RENOVATED HEN HOUSE,,Morristown,05,Permit,44.53960709,-72.61724018,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0855
18747,5L0856,Minor,Construct 16'x24' addition to building,,Morristown,05,Permit,44.57570533,-72.59272231,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0856
18748,5L0862,Major,5 LOT BUSINESS PK,,Cambridge,05,Permit,44.63917203,-72.90088195,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0862
18754,5L0864,Major,Create 11 lot subdivision for single-family residential use,,Morristown,05,Permit,44.50505013,-72.65264504,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0864
18758,5L0865,Minor,4 MOTEL UNITS,Edson Hill Manor,Stowe,05,Permit,44.51109132,-72.73490033,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0865
18761,5L0869,Minor,SAND & GRAVEL FOR AIRPORT,,Morristown,05,Permit,44.54021386,-72.61734685,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0869
18762,5L0871,Minor,BATH HOUSE & LAUNDRY FOR TENNIS CAMP,Windridge Tennis Camp,Cambridge,05,Permit,44.64595119,-72.82694512,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0871
18764,5L0873,Minor,GRAVEL PIT,,Eden,05,Permit,44.69406752,-72.57669041,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0873
18769,5L0874,Major,Create 9 lot subdivision,,Stowe,05,Permit,44.54224881,-72.7026076,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0874
18774,5L0877,Major,56 lot residential subdivision,Jersey Heights,Morristown,05,Permit,44.55570392,-72.6057028,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0877
18782,5L0878,Minor,40' x 100' wood building for construction for trusses,"Parker and Stearns, Inc.",Johnson,05,Permit,44.63188879,-72.68662539,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0878
18784,5L0880,Major,subdivide 3 additional lots to add to pre-existing 8 lot subdivision,,Johnson,05,Permit,44.65210158,-72.62088061,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0880
18785,5L0882,Minor,20 SITE CAMPGROUND ON 70 ACRES,,Waterville,05,Permit,44.71697321,-72.74148667,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0882
18787,5L0885,Minor,CREAMIE STAND,,Elmore,05,Permit,44.52581263,-72.51807326,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0885
18794,5L0892,Major,7920 SF COMM. SPACE,Ampersand Properties Ltd.,Stowe,05,Permit,44.46374379,-72.68648212,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0892
18795,5L0896,Minor,construct building for commercial rental uses,,Morristown,05,Permit,44.56816422,-72.59229382,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0896
18802,5L0897,Minor,Construct renovations to administration building to add space to ski rental shop & grocery store,,Cambridge,05,Permit,44.58875476,-72.79002952,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0897
18805,5L0900,Minor,CONVERT EXIST. CAFE & STAFF RES. TO SMALL HEALTH SPA FACIL,,Stowe,05,Permit,44.51092601,-72.76516166,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0900
18806,5L0903,Minor,SUBDIV. 3.15 ACRE LOT FROM 80.6 ACRE PARCEL,,Stowe,05,Permit,44.49326556,-72.69679808,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0903
18807,5L0906,Major,COMM. GRAVEL PIT,,Wolcott,05,Permit,44.55298977,-72.46768786,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0906
18814,5L0909,Minor,Construct 44'x60 school bus garage,,Morristown,05,Permit,44.58162214,-72.59971982,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0909
18819,5L0916,Minor,APPROVAL OF STRGE & MANUF. FACIL.,Vermont Weatherboard,Wolcott,05,Permit,44.5307271,-72.42234506,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0916
18824,5L0919,Minor,Construct 54'x126' meeting hall for VFW activities,,Hyde Park,05,Permit,44.60480981,-72.63554092,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0919
18826,5L0922,Major,BRIDGE OVER STERLING FALLS GORGE FOR ACCESS TO 5 LOTS,,Stowe,05,Permit,44.53937895,-72.71955699,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0922
18834,5L0923,Minor,Add an additional 10 units to existing mobile home park,,Johnson,05,Permit,44.62776723,-72.67390178,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0923
18840,5L0926,Minor,phased construction of a church building,Trinity  Assembly of God Church,Hyde Park,05,Permit,44.59175106,-72.60613111,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0926
18841,5L0930,Major,construct 30 condo units,Brooklyn Heights Condominiums,Morristown,05,Permit,44.56702904,-72.60194919,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0930
18845,5L0931,Major,79 unit mobile home park,Sterling View,Hyde Park,05,Permit,44.60813341,-72.64111087,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0931
18853,5L0934,Minor,13800 SQ FT OFFICE BLDG,"Demars, Inc.",Morristown,05,Permit,44.57067531,-72.59852402,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0934
18872,5L0953,Major,"operate a commercial gravel pit w/maximum annual extraction rate of 50,000 cyds",,Morristown,05,Permit,44.56837545,-72.5476263,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0953
18876,5L0954,Minor,"subdivide 35 acre tract into 2 two acres lots, a 5 acre lot and a 25 acre lot",,Morristown,05,Permit,44.54830408,-72.6008605,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0954
18886,5L0963,Major,ADD 10 MOTEL UNITS/ IN POOL/ CLUBHOUSE,Mountain Road Motel,Stowe,05,Permit,44.47298156,-72.69860774,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0963
18889,5L0964,Minor,construct a 16' x 24' lab building for testing bituminous concrete,"Pike Industries, Inc.",Johnson,05,Permit,44.62585874,-72.67802315,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0964
18891,5L0965,Major,SUBDIV 70 ACRES = 7 LOTS,Sugar House Ridge Subdivision,Morristown,05,Permit,44.50849489,-72.6395424,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0965
18893,5L0979,Minor,8 LOT SUBDIV,The Worcester Corporation,Stowe,05,Permit,44.43683557,-72.69298049,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0979
18898,5L0980,Minor,1200' OF ROADWAY SERVING 5 LOTS,,Hyde Park,05,Permit,44.61794951,-72.56478836,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0980
18899,5L0982,Major,RIDING STABLE ON 2.6 ACRES,Terpstra Corporation,Cambridge,05,Permit,44.58883394,-72.79103675,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0982
18900,5L0984,Minor,6000 SF METAL BLDG/WAREHOUSE,"Light Logic, Inc.",Hyde Park,05,Permit,44.58951493,-72.59206734,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0984
18903,5L0990,Minor,45' X 60' AUTO BODY SHOP,,Morristown,05,Permit,44.55401736,-72.58966248,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0990
18906,5L0991,Minor,8 RM BED & BREAKFAST,,Cambridge,05,Permit,44.63819123,-72.81009465,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0991
18914,5L0998,Major,MUNICIPAL SEWERAGE SYST.,Village of Jeffersonville,Cambridge,05,Permit,44.6411121,-72.83348225,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0998
18917,5L0999,Major,OPERATE COMM. GRAVEL PIT,,Hyde Park,05,Permit,44.67519388,-72.59469326,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L0999
18929,5L1002,Minor,40' X 85' 2 STORY ADD. TO EXIST. UNION BANK BLDG.,Union Bank,Morristown,05,Permit,44.56181978,-72.59891085,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1002
18931,5L1004,Minor,INDOOR SWIMMING POOL & AUX. GYM AT JOHNSON STATE COLLEGE,Johnson State College,Johnson,05,Permit,44.64171785,-72.67113215,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1004
18937,5L1005,Minor,ATTACH RADIO ANTENNA TO SUPPORT LEG OF EXIST. STATE POLICE RADIO TOWER,,Stowe,05,Permit,44.52484427,-72.81535731,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1005
18939,5L1007,Minor,SUBDIV. 41.6 ACRES INTO 2 LOTS/20.0 AND 21.6 ACRES,,Waterbury,05,Permit,44.41939353,-72.72652033,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1007
18943,5L1013,Major,SUBDIV. TRACT INTO 2 COMMERCIAL LOTS AND TO CONSTRUCT A SERVICE STATION. STORE,"R.L. Vallee, Inc.",Morristown,05,Permit,44.57556739,-72.59307634,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1013
18946,5L1015,Minor,1485' OF NEW ROAD,,Stowe,05,Permit,44.43371392,-72.70791803,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1015
18970,5L1024,Major,"8 lot subdivision and 2,000 feet","Spruce Hollow Homes, Inc.",Stowe,05,Permit,44.50713587,-72.7257526,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1024
18974,5L1031,Major,"Operate a five year commercial gravel pit with annual extraction rate of 26,737 cyds",,Wolcott,05,Permit,44.54483888,-72.45553908,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1031
18978,5L1033,Major,SUBDIV. 81 ACRES INTO 14 LOTS/2 COMM./11 RESID/23 RETAINED,,Stowe,05,Permit,44.45200267,-72.69695646,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1033
18991,5L1034,Major,CONSTRUCT A BLDG CONTAINING 14 CONDO UNITS W/ RELATIVE IMPROVEMENTS.,,Cambridge,05,Permit,44.59294224,-72.79077428,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1034
18994,5L1037,Major,construction of an 80' x 100' structure as a home and garden center,,Cambridge,05,Permit,44.6473314,-72.83068301,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1037
19000,5L1041,Major,16 lot subdivision and 2500 feet of roadway,,Morristown,05,Permit,44.55083737,-72.61523258,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1041
19003,5L1043,Minor,construct a 30' x 70' building for a machine shop,,Cambridge,05,Permit,44.67741882,-72.87157743,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1043
19004,5L1048,Major,CONSTRUCT 6000FT ROAD FROM ROUTE 15 TO FERLAND PIT.,H.A. Manosh,Hyde Park,05,Permit,44.5703428,-72.54144037,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1048
19008,5L1049,Major,Construction of a 40' x 62' unplumbed auto repair garage,Hess Used Cars,Morristown,05,Permit,44.54896248,-72.61564104,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1049
19009,5L1050,Minor,CNVERT FARM HOUSE INTO A CHILD CARE. 32 CHILDREN. LARGER SEPTIC & FIRE WATER TK,"Child Care Center of Lamoille County, In",Morristown,05,Permit,44.54749,-72.61662,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1050
19013,5L1051,Minor,8 lot subdivision,,Stowe,05,Permit,44.45161478,-72.65214464,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1051
19024,5L1054,Minor,7 lot subdivision and a 2200 foot access road,,Morristown,05,Permit,44.57542859,-72.64932472,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1054
19028,5L1058,Minor,"construction of elementary school, library, kitchen, office and other rooms",,Eden,05,Permit,44.70411841,-72.56432301,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1058
19029,5L1059,Minor,PLACE 10 FOOT ANTENNA ON ETV ICE BRIDGE W/ TRANSMITTER & AUXILIARY EQUIPMENT.,,Stowe,05,Permit,44.52486573,-72.81520874,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1059
19030,5L1061,Major,"removal of 7,000 cyds of blasted and crushed rock adjace to a closed stone quarry",,Cambridge,05,Permit,44.63981648,-72.86660261,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1061
19031,5L1062,Major,construction of 1284' of road and create 3 house lots,,Hyde Park,05,Permit,44.61691162,-72.58656389,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1062
19032,5L1066,Major,CENTER VILLAGE,CENTER VILLAGE,Stowe,05,Permit,44.45990784,-72.6890008,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1066
19054,5L1067,Minor,"Renovate and expand restaurant building, add 1200 sq ft of kitchen and convert open deck to dining",Whiskers Restaurant,Stowe,05,Permit,44.47417736,-72.70928603,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1067
19059,5L1069,Major,SUBDIV. 6 LOTS  AND CONSTRUCT 1600 FT ACCESS ROAD FOR SIX LOTS.,,Wolcott,05,Permit,44.53543053,-72.44062151,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1069
19066,5L1070,Major,2 lot subdivision,,Wolcott,05,Permit,44.57025261,-72.50563682,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1070
19068,5L1074,Major,CREATE 6 LOT RES. SUBDIV. W/ 3 COMMON LOTS AND CONSTRUCT 1522 FT ROAD,,Johnson,05,Permit,44.62897284,-72.66027802,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1074
19072,5L1075,Minor,CONSTRUCT 2-BAY SELF SERVE CAR WASH. 1.5 STORY 24 X 30 FT. BLDG. H20 SEWAGE,"C.H. Stearns Company, Inc.",Johnson,05,Permit,44.63425705,-72.6765185,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1075
19073,5L1076,Minor,CONSTRUCT 23 NEW MOTEL UNITS AND DEMOLISH 4.,Sunset Motel,Morristown,05,Permit,44.57764828,-72.59513362,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1076
19078,5L1085,Minor,2 lot subdivision - 38.6 acres with existing farm bldg and 50.4 retained acres,Cochran Farm Subdivision,Morristown,05,Permit,44.53113245,-72.63442045,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1085
19081,5L1086,Major,5 UNIT TOWNHOUSE APT. COMPLEX/21 BDRMS W/ASSOC. PARKING ON 2 LOTS,,Johnson,05,Permit,44.6377224,-72.67414242,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1086
19084,5L1092,Minor,create 3 housing units; one 3-bedroom and one 2-bedroom townhouse; convert garage to 1 bdrm townhous,Parkside at Stowe,Stowe,05,Permit,44.46356332,-72.68551143,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1092
19085,5L1094,Minor,"construct a 30' x 120' steel storage building, portion to be self storage units",,Johnson,05,Permit,44.65339024,-72.73901191,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1094
19089,5L1099,Major,CREATE A 4 LOT SUB-DIV. SERVED BY A 980 FOOT ROADWAY.,Sugar House Ridge Assoc.,Morristown,05,Permit,44.50828296,-72.63828997,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1099
19094,5L1100,Minor,CONSTRUCT A STORAGE BUILDING NEAR THE CORNER OF RT 108 AND TOWN HIGHWAY 42,,Cambridge,05,Permit,44.62769159,-72.83288571,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1100
19103,5L1102,Minor,CONSTRUCT A TWO-LEVEL CHURCH,,Johnson,05,Permit,44.13886786,-72.66130787,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1102
19105,5L1103,Minor,CONSTR. 1500 S.F. WOOD FRAME BLDG FOR OFC USE INCL. 1 RESIDENT. UNIT.,,Johnson,05,Permit,44.64372138,-72.70001938,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1103
19106,5L1104,Minor,CONVERT HOUSE TO B&B/ HOUSE TO ANTIQUE SHOP. IMPROVE SEWAGE.,,Cambridge,05,Permit,44.62622975,-72.83019534,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1104
19107,5L1109,Minor,DIVIDE 19.7 ACRES W/2 RESIDENCES INTO TWO LOTS - 1 RESIDENCE EACH.,,Hyde Park,05,Permit,44.58683663,-72.5505098,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1109
19110,5L1114,Minor,SUB-DIV. 3.2 ACRE PARCEL INTO 6 LOTS W/ 685' GRAVEL ROADWAY.  WATER AND SEWER.,,Morristown,05,Permit,44.55740634,-72.60532111,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1114
19111,5L1116,Major,5 LOT SUBDIV. 30 TO 60 ACRES EA.  ACCESS.  RESIDENTIAL AND RECREATIONAL ,,Elmore,05,Permit,44.51905193,-72.50739214,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1116
19115,5L1117,Minor,8 ACRE LOT W/ MOBILE HOME & STOR. TO BE SUBDIV. INTO 2 RES. SITES.  H20 & SEW.,,Morristown,05,Permit,44.56858463,-72.60277138,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1117
19116,5L1118,Minor,7-LOT SUBDIV. OF SINGLE FAMILY HOMES. 3 BED.  ACCESSED BY A 1600 FOOT ROAD,SHADY LANE,Morristown,05,Permit,44.59608498,-72.65085563,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1118
19117,5L1120,Minor,SUBDIV. PARCEL INTO ONE RESIDENTIAL BLDG. LOT AND ONE REFAINED LOT.,,Elmore,05,Permit,44.50135477,-72.55978182,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1120
19120,5L1122,Minor,SUBDIVIDE 30 ACRES: 3 LOTS: 2 RES.\1 COMM.,,Stowe,05,Permit,44.47962321,-72.69509005,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1122
19123,5L1123,Minor,OPERATION GRAVEL PIT EXTRACTION,,Waterville,05,Permit,44.72888417,-72.74889762,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1123
19129,5L1125,Major,BASE AREA REVITALIZATION MASTER PLAN,MT MANSFIELD MASTER PLAN,Stowe,05,Permit,44.5299841,-72.78586159,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1125
19180,5L1133,Minor,2 LOT SUBDIV.,,Johnson,05,Permit,44.63840266,-72.67779239,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1133
19183,5L1134,Major,15 ADD. HOTEL UNITS/INDOOR POOL/25 PKG SPACES,GREY FOX INN,Stowe,05,Permit,44.47403475,-72.69806536,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1134
19184,5L1136,Major,GRAVEL PIT W/MAX. EXTRACT. OF 20000 CUBIC YARDS,,Morristown,05,Permit,44.57855808,-72.62625075,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1136
19190,5L1138,Minor,SPORTS RESORT/TRAILS FOR SNOWMOBILES & BIKES,EAST OF EDEN INC,Eden,05,Permit,44.70988786,-72.505781,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1138
19198,5L1139,Minor,ADD 6 BEDROOMS TO HOME TO CREATE RESIDENTIAL CARE FACILITY,,Hyde Park,05,Permit,44.58761923,-72.58009263,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1139
19203,5L1146,Major,22 LOT RES. SUBDIV./UPGRADE PORTION OF TH 7 IN STOWE - MOD ABANDONMENT 10/19/00,,Morristown,05,Abandoned,44.51871409,-72.69960404,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1146
19205,5L1149,Major,OFFICE/VEHICLE STRGE/& MATERIAL STRGE FOR EXIST. CONST./EXCAVATION & PAVING CO.,,Stowe,05,Permit,44.43665422,-72.71031513,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1149
19212,5L1153,Minor,INSTALL 8254' OF NEW OVERHEAD LINE & 53 NEW POLES/TO REPLACE EXISTING LINE,,Cambridge,05,Permit,44.68079102,-72.82623393,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1153
19213,5L1154,Major,SIX LOT SUBDIVISION & TO ERECT A 155' RADIO TOWER & 12' X 20' TRANSMITTER BLDG,,Morristown,05,Permit,44.57698074,-72.63528781,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1154
19222,5L1157,Minor,IMPROVE. TO 400 FEET OF HIDDEN VALLEY ROAD & APPROVE AN 11.83 ACRE LOT,HIDDEN VALLEY,Stowe,05,Permit,44.42505908,-72.68007455,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1157
19231,5L1158,Major,OPERATION OF SAND/GRAVEL PIT W/ANNUAL EXTRACTION OF 10000 CUBIC YDS,,Cambridge,05,Permit,44.65415227,-72.82075464,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1158
19233,5L1159,Minor,24' X 48' BARN ADDITION TO EXISTING RETAIL BUILDING,THE BUGGY MAN ANTIQUES,Johnson,05,Permit,44.6426977,-72.70510484,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1159
19234,5L1165,Minor,7000 FOOT POWER LINE EXTENSION,VT ELECTRIC COOPERATIVE,Eden,05,Permit,44.68736999,-72.47863485,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1165
19235,5L1169,Major,17 LOTS FOR SINGLE FAMILY RESIDENCES,VAN COR DEVELOPMENT CORP,Cambridge,05,Permit,44.64403645,-72.89912234,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1169
19238,5L1174,Minor,SUBDIVIDE 15.86 ACRES INTO 2 LOTS,,Morristown,05,Permit,44.5217234,-72.6947679,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1174
19241,5L1176,Minor,2080 SQ FT STRUCTURE FOR 28 SEAT DINER & MINI MART,,Eden,05,Permit,44.70195182,-72.56353232,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1176
19250,5L1182,Major,2500 SQ FT CLASS 3 TOWN HWY LINKING WEEKS HILL RD & WEST HILL RD  ---  CLOSED- NO ACT 250 JURISDICTION,MAYO FARM ROAD,Stowe,05,Permit,44.47689818,-72.68950837,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1182
19251,5L1185,Minor,OPERATE SAND & GRAVEL PIT/MAX. ANNUAL EXTRACT. RATE 22000 CUBIC YDS.,PLAINS ROAD GRAVEL PIT,Hyde Park,05,Permit,44.58354896,-72.53789419,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1185
19252,5L1190,Major,12 LOT SUBDIV. ON 408 ACRES,,Elmore,05,Permit,44.48654153,-72.49161896,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1190
19257,5L1191,Minor,SUBDIVIDE 5.09 ACRES INTO 7 LOTS (6 1/2 ACRE LOTS FOR SINGLE RESID. & A DUPLEX),CONKLIN SUBDIVISION,Johnson,05,Permit,44.63200459,-72.66607417,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1191
19259,5L1193,Minor,USE 35 ACRES OF OPEN LAND AS EVENTS FIELD/GRADING & SEED./CURB CUTS/MGT PLAN,COMMUNITY EVENTS FIELD,Stowe,05,Permit,44.47477727,-72.6883294,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1193
19262,5L1194,Minor,SUBDIVIDE 18.9 ACRES INTO 7 RESID. LOTS,,Eden,05,Permit,44.71276755,-72.51915025,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1194
19263,5L1195,Minor,AUTOMOTIVE REPAIR CENTER,AUTOMOTIVE REPAIR CENTER,Eden,05,Permit,44.71085148,-72.5361581,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1195
19268,5L1196,Major,20 UNIT APARTMENT COMPLEX FOR ELDERLY & PERSONS WITH DISABILITIES,,Johnson,05,Permit,44.63362856,-72.67330384,https://anrweb.vt.gov/ANR/Act250/Details.aspx?Num=5L1196
